measure,quantile,area,sex,age,geography,ethnic,value
ex,2.50%,07 Taranaki region,Female,1-4 years,Regional council,Total,81.88
ex,2.50%,07 Taranaki region,Female,5-9 years,Regional council,Total,77.95
ex,2.50%,07 Taranaki region,Female,10-14 years,Regional council,Total,72.98
ex,2.50%,07 Taranaki region,Female,15-19 years,Regional council,Total,68.03
ex,2.50%,07 Taranaki region,Female,20-24 years,Regional council,Total,63.14
ex,2.50%,07 Taranaki region,Female,25-29 years,Regional council,Total,58.27
ex,2.50%,07 Taranaki region,Female,30-34 years,Regional council,Total,53.39
ex,2.50%,07 Taranaki region,Female,35-39 years,Regional council,Total,48.52
ex,2.50%,07 Taranaki region,Female,40-44 years,Regional council,Total,43.68
ex,2.50%,07 Taranaki region,Female,45-49 years,Regional council,Total,38.88
ex,2.50%,07 Taranaki region,Female,50-54 years,Regional council,Total,34.19
ex,2.50%,07 Taranaki region,Female,55-59 years,Regional council,Total,29.63
ex,2.50%,07 Taranaki region,Female,60-64 years,Regional council,Total,25.19
ex,2.50%,07 Taranaki region,Female,65-69 years,Regional council,Total,20.85
ex,2.50%,07 Taranaki region,Female,70-74 years,Regional council,Total,16.71
ex,2.50%,07 Taranaki region,Female,75-79 years,Regional council,Total,12.81
ex,2.50%,07 Taranaki region,Female,80-84 years,Regional council,Total,9.24
ex,2.50%,07 Taranaki region,Female,85-89 years,Regional council,Total,6.42
ex,2.50%,07 Taranaki region,Female,90 years,Regional council,Total,4.14
ex,2.50%,07 Taranaki region,Male,0 years,Regional council,Total,78.76
ex,2.50%,07 Taranaki region,Male,1-4 years,Regional council,Total,78.17
ex,2.50%,07 Taranaki region,Male,5-9 years,Regional council,Total,74.25
ex,2.50%,07 Taranaki region,Male,10-14 years,Regional council,Total,69.29
ex,2.50%,07 Taranaki region,Male,15-19 years,Regional council,Total,64.36
ex,2.50%,07 Taranaki region,Male,20-24 years,Regional council,Total,59.55
ex,2.50%,07 Taranaki region,Male,25-29 years,Regional council,Total,54.82
ex,2.50%,07 Taranaki region,Male,30-34 years,Regional council,Total,50.05
ex,2.50%,07 Taranaki region,Male,35-39 years,Regional council,Total,45.31
ex,2.50%,07 Taranaki region,Male,40-44 years,Regional council,Total,40.58
ex,2.50%,07 Taranaki region,Male,45-49 years,Regional council,Total,35.9
ex,2.50%,07 Taranaki region,Male,50-54 years,Regional council,Total,31.33
ex,2.50%,07 Taranaki region,Male,55-59 years,Regional council,Total,26.89
ex,2.50%,07 Taranaki region,Male,60-64 years,Regional council,Total,22.69
ex,2.50%,07 Taranaki region,Male,65-69 years,Regional council,Total,18.61
ex,2.50%,07 Taranaki region,Male,70-74 years,Regional council,Total,14.77
ex,2.50%,07 Taranaki region,Male,75-79 years,Regional council,Total,11.16
ex,2.50%,07 Taranaki region,Male,80-84 years,Regional council,Total,8.06
ex,2.50%,07 Taranaki region,Male,85-89 years,Regional council,Total,5.61
ex,2.50%,07 Taranaki region,Male,90 years,Regional council,Total,3.66
ex,50%,07 Taranaki region,Female,0 years,Regional council,Total,82.92
ex,50%,07 Taranaki region,Female,1-4 years,Regional council,Total,82.29
ex,50%,07 Taranaki region,Female,5-9 years,Regional council,Total,78.36
ex,50%,07 Taranaki region,Female,10-14 years,Regional council,Total,73.39
ex,50%,07 Taranaki region,Female,15-19 years,Regional council,Total,68.44
ex,50%,07 Taranaki region,Female,20-24 years,Regional council,Total,63.54
ex,50%,07 Taranaki region,Female,25-29 years,Regional council,Total,58.67
ex,50%,07 Taranaki region,Female,30-34 years,Regional council,Total,53.78
ex,50%,07 Taranaki region,Female,35-39 years,Regional council,Total,48.92
ex,50%,07 Taranaki region,Female,40-44 years,Regional council,Total,44.08
ex,50%,07 Taranaki region,Female,45-49 years,Regional council,Total,39.28
ex,50%,07 Taranaki region,Female,50-54 years,Regional council,Total,34.58
ex,50%,07 Taranaki region,Female,55-59 years,Regional council,Total,29.99
ex,50%,07 Taranaki region,Female,60-64 years,Regional council,Total,25.55
ex,50%,07 Taranaki region,Female,65-69 years,Regional council,Total,21.2
ex,50%,07 Taranaki region,Female,70-74 years,Regional council,Total,17.05
ex,50%,07 Taranaki region,Female,75-79 years,Regional council,Total,13.13
ex,50%,07 Taranaki region,Female,80-84 years,Regional council,Total,9.53
ex,50%,07 Taranaki region,Female,85-89 years,Regional council,Total,6.73
ex,50%,07 Taranaki region,Female,90 years,Regional council,Total,4.5
ex,50%,07 Taranaki region,Male,0 years,Regional council,Total,79.25
ex,50%,07 Taranaki region,Male,1-4 years,Regional council,Total,78.64
ex,50%,07 Taranaki region,Male,5-9 years,Regional council,Total,74.71
ex,50%,07 Taranaki region,Male,10-14 years,Regional council,Total,69.75
ex,50%,07 Taranaki region,Male,15-19 years,Regional council,Total,64.82
ex,50%,07 Taranaki region,Male,20-24 years,Regional council,Total,60
ex,50%,07 Taranaki region,Male,25-29 years,Regional council,Total,55.26
ex,50%,07 Taranaki region,Male,30-34 years,Regional council,Total,50.49
ex,50%,07 Taranaki region,Male,35-39 years,Regional council,Total,45.74
ex,50%,07 Taranaki region,Male,40-44 years,Regional council,Total,41.01
ex,50%,07 Taranaki region,Male,45-49 years,Regional council,Total,36.32
ex,50%,07 Taranaki region,Male,50-54 years,Regional council,Total,31.74
ex,50%,07 Taranaki region,Male,55-59 years,Regional council,Total,27.3
ex,50%,07 Taranaki region,Male,60-64 years,Regional council,Total,23.08
ex,50%,07 Taranaki region,Male,65-69 years,Regional council,Total,18.99
ex,50%,07 Taranaki region,Male,70-74 years,Regional council,Total,15.12
ex,50%,07 Taranaki region,Male,75-79 years,Regional council,Total,11.49
ex,50%,07 Taranaki region,Male,80-84 years,Regional council,Total,8.39
ex,50%,07 Taranaki region,Male,85-89 years,Regional council,Total,5.92
ex,50%,07 Taranaki region,Male,90 years,Regional council,Total,4.06
ex,97.50%,07 Taranaki region,Female,0 years,Regional council,Total,83.36
ex,97.50%,07 Taranaki region,Female,1-4 years,Regional council,Total,82.72
ex,97.50%,07 Taranaki region,Female,5-9 years,Regional council,Total,78.79
ex,97.50%,07 Taranaki region,Female,10-14 years,Regional council,Total,73.82
ex,97.50%,07 Taranaki region,Female,15-19 years,Regional council,Total,68.87
ex,97.50%,07 Taranaki region,Female,20-24 years,Regional council,Total,63.97
ex,97.50%,07 Taranaki region,Female,25-29 years,Regional council,Total,59.08
ex,97.50%,07 Taranaki region,Female,30-34 years,Regional council,Total,54.19
ex,97.50%,07 Taranaki region,Female,35-39 years,Regional council,Total,49.33
ex,97.50%,07 Taranaki region,Female,40-44 years,Regional council,Total,44.48
ex,97.50%,07 Taranaki region,Female,45-49 years,Regional council,Total,39.67
ex,97.50%,07 Taranaki region,Female,50-54 years,Regional council,Total,34.97
ex,97.50%,07 Taranaki region,Female,55-59 years,Regional council,Total,30.38
ex,97.50%,07 Taranaki region,Female,60-64 years,Regional council,Total,25.92
ex,97.50%,07 Taranaki region,Female,65-69 years,Regional council,Total,21.56
ex,97.50%,07 Taranaki region,Female,70-74 years,Regional council,Total,17.4
ex,97.50%,07 Taranaki region,Female,75-79 years,Regional council,Total,13.47
ex,97.50%,07 Taranaki region,Female,80-84 years,Regional council,Total,9.86
ex,97.50%,07 Taranaki region,Female,85-89 years,Regional council,Total,7.05
ex,97.50%,07 Taranaki region,Female,90 years,Regional council,Total,4.9
ex,97.50%,07 Taranaki region,Male,0 years,Regional council,Total,79.74
ex,97.50%,07 Taranaki region,Male,1-4 years,Regional council,Total,79.11
ex,97.50%,07 Taranaki region,Male,5-9 years,Regional council,Total,75.19
ex,97.50%,07 Taranaki region,Male,10-14 years,Regional council,Total,70.23
ex,97.50%,07 Taranaki region,Male,15-19 years,Regional council,Total,65.29
ex,97.50%,07 Taranaki region,Male,20-24 years,Regional council,Total,60.47
ex,97.50%,07 Taranaki region,Male,25-29 years,Regional council,Total,55.73
ex,97.50%,07 Taranaki region,Male,30-34 years,Regional council,Total,50.94
ex,97.50%,07 Taranaki region,Male,35-39 years,Regional council,Total,46.18
ex,97.50%,07 Taranaki region,Male,40-44 years,Regional council,Total,41.44
ex,97.50%,07 Taranaki region,Male,45-49 years,Regional council,Total,36.75
ex,97.50%,07 Taranaki region,Male,50-54 years,Regional council,Total,32.15
ex,97.50%,07 Taranaki region,Male,55-59 years,Regional council,Total,27.69
ex,97.50%,07 Taranaki region,Male,60-64 years,Regional council,Total,23.46
ex,97.50%,07 Taranaki region,Male,65-69 years,Regional council,Total,19.36
ex,97.50%,07 Taranaki region,Male,70-74 years,Regional council,Total,15.48
ex,97.50%,07 Taranaki region,Male,75-79 years,Regional council,Total,11.84
ex,97.50%,07 Taranaki region,Male,80-84 years,Regional council,Total,8.72
ex,97.50%,07 Taranaki region,Male,85-89 years,Regional council,Total,6.26
ex,97.50%,07 Taranaki region,Male,90 years,Regional council,Total,4.5
ex,2.50%,08 Manawatu-Wanganui region,Female,0 years,Regional council,Total,81.92
ex,2.50%,08 Manawatu-Wanganui region,Female,1-4 years,Regional council,Total,81.36
ex,2.50%,08 Manawatu-Wanganui region,Female,5-9 years,Regional council,Total,77.43
ex,2.50%,08 Manawatu-Wanganui region,Female,10-14 years,Regional council,Total,72.47
ex,2.50%,08 Manawatu-Wanganui region,Female,15-19 years,Regional council,Total,67.52
ex,2.50%,08 Manawatu-Wanganui region,Female,20-24 years,Regional council,Total,62.64
ex,2.50%,08 Manawatu-Wanganui region,Female,25-29 years,Regional council,Total,57.79
ex,2.50%,08 Manawatu-Wanganui region,Female,30-34 years,Regional council,Total,52.92
ex,2.50%,08 Manawatu-Wanganui region,Female,35-39 years,Regional council,Total,48.07
ex,2.50%,08 Manawatu-Wanganui region,Female,40-44 years,Regional council,Total,43.24
ex,2.50%,08 Manawatu-Wanganui region,Female,45-49 years,Regional council,Total,38.48
ex,2.50%,08 Manawatu-Wanganui region,Female,50-54 years,Regional council,Total,33.83
ex,2.50%,08 Manawatu-Wanganui region,Female,55-59 years,Regional council,Total,29.31
ex,2.50%,08 Manawatu-Wanganui region,Female,60-64 years,Regional council,Total,24.91
ex,2.50%,08 Manawatu-Wanganui region,Female,65-69 years,Regional council,Total,20.67
ex,2.50%,08 Manawatu-Wanganui region,Female,70-74 years,Regional council,Total,16.59
ex,2.50%,08 Manawatu-Wanganui region,Female,75-79 years,Regional council,Total,12.77
ex,2.50%,08 Manawatu-Wanganui region,Female,80-84 years,Regional council,Total,9.3
ex,2.50%,08 Manawatu-Wanganui region,Female,85-89 years,Regional council,Total,6.47
ex,2.50%,08 Manawatu-Wanganui region,Female,90 years,Regional council,Total,4.28
ex,2.50%,08 Manawatu-Wanganui region,Male,0 years,Regional council,Total,77.99
ex,2.50%,08 Manawatu-Wanganui region,Male,1-4 years,Regional council,Total,77.44
ex,2.50%,08 Manawatu-Wanganui region,Male,5-9 years,Regional council,Total,73.52
ex,2.50%,08 Manawatu-Wanganui region,Male,10-14 years,Regional council,Total,68.57
ex,2.50%,08 Manawatu-Wanganui region,Male,15-19 years,Regional council,Total,63.64
ex,2.50%,08 Manawatu-Wanganui region,Male,20-24 years,Regional council,Total,58.84
ex,2.50%,08 Manawatu-Wanganui region,Male,25-29 years,Regional council,Total,54.14
ex,2.50%,08 Manawatu-Wanganui region,Male,30-34 years,Regional council,Total,49.42
ex,2.50%,08 Manawatu-Wanganui region,Male,35-39 years,Regional council,Total,44.71
ex,2.50%,08 Manawatu-Wanganui region,Male,40-44 years,Regional council,Total,39.99
ex,2.50%,08 Manawatu-Wanganui region,Male,45-49 years,Regional council,Total,35.36
ex,2.50%,08 Manawatu-Wanganui region,Male,50-54 years,Regional council,Total,30.85
ex,2.50%,08 Manawatu-Wanganui region,Male,55-59 years,Regional council,Total,26.55
ex,2.50%,08 Manawatu-Wanganui region,Male,60-64 years,Regional council,Total,22.38
ex,2.50%,08 Manawatu-Wanganui region,Male,65-69 years,Regional council,Total,18.39
ex,2.50%,08 Manawatu-Wanganui region,Male,70-74 years,Regional council,Total,14.55
ex,2.50%,08 Manawatu-Wanganui region,Male,75-79 years,Regional council,Total,11.06
ex,2.50%,08 Manawatu-Wanganui region,Male,80-84 years,Regional council,Total,7.89
ex,2.50%,08 Manawatu-Wanganui region,Male,85-89 years,Regional council,Total,5.39
ex,2.50%,08 Manawatu-Wanganui region,Male,90 years,Regional council,Total,3.63
ex,50%,08 Manawatu-Wanganui region,Female,0 years,Regional council,Total,82.26
ex,50%,08 Manawatu-Wanganui region,Female,1-4 years,Regional council,Total,81.69
ex,50%,08 Manawatu-Wanganui region,Female,5-9 years,Regional council,Total,77.76
ex,50%,08 Manawatu-Wanganui region,Female,10-14 years,Regional council,Total,72.8
ex,50%,08 Manawatu-Wanganui region,Female,15-19 years,Regional council,Total,67.85
ex,50%,08 Manawatu-Wanganui region,Female,20-24 years,Regional council,Total,62.96
ex,50%,08 Manawatu-Wanganui region,Female,25-29 years,Regional council,Total,58.1
ex,50%,08 Manawatu-Wanganui region,Female,30-34 years,Regional council,Total,53.23
ex,50%,08 Manawatu-Wanganui region,Female,35-39 years,Regional council,Total,48.38
ex,50%,08 Manawatu-Wanganui region,Female,40-44 years,Regional council,Total,43.55
ex,50%,08 Manawatu-Wanganui region,Female,45-49 years,Regional council,Total,38.78
ex,50%,08 Manawatu-Wanganui region,Female,50-54 years,Regional council,Total,34.12
ex,50%,08 Manawatu-Wanganui region,Female,55-59 years,Regional council,Total,29.6
ex,50%,08 Manawatu-Wanganui region,Female,60-64 years,Regional council,Total,25.19
ex,50%,08 Manawatu-Wanganui region,Female,65-69 years,Regional council,Total,20.94
ex,50%,08 Manawatu-Wanganui region,Female,70-74 years,Regional council,Total,16.85
ex,50%,08 Manawatu-Wanganui region,Female,75-79 years,Regional council,Total,13.02
ex,50%,08 Manawatu-Wanganui region,Female,80-84 years,Regional council,Total,9.54
ex,50%,08 Manawatu-Wanganui region,Female,85-89 years,Regional council,Total,6.71
ex,50%,08 Manawatu-Wanganui region,Female,90 years,Regional council,Total,4.56
ex,50%,08 Manawatu-Wanganui region,Male,0 years,Regional council,Total,78.37
ex,50%,08 Manawatu-Wanganui region,Male,1-4 years,Regional council,Total,77.8
ex,50%,08 Manawatu-Wanganui region,Male,5-9 years,Regional council,Total,73.89
ex,50%,08 Manawatu-Wanganui region,Male,10-14 years,Regional council,Total,68.93
ex,50%,08 Manawatu-Wanganui region,Male,15-19 years,Regional council,Total,64
ex,50%,08 Manawatu-Wanganui region,Male,20-24 years,Regional council,Total,59.19
ex,50%,08 Manawatu-Wanganui region,Male,25-29 years,Regional council,Total,54.48
ex,50%,08 Manawatu-Wanganui region,Male,30-34 years,Regional council,Total,49.75
ex,50%,08 Manawatu-Wanganui region,Male,35-39 years,Regional council,Total,45.04
ex,50%,08 Manawatu-Wanganui region,Male,40-44 years,Regional council,Total,40.32
ex,50%,08 Manawatu-Wanganui region,Male,45-49 years,Regional council,Total,35.68
ex,50%,08 Manawatu-Wanganui region,Male,50-54 years,Regional council,Total,31.16
ex,50%,08 Manawatu-Wanganui region,Male,55-59 years,Regional council,Total,26.84
ex,50%,08 Manawatu-Wanganui region,Male,60-64 years,Regional council,Total,22.64
ex,50%,08 Manawatu-Wanganui region,Male,65-69 years,Regional council,Total,18.66
ex,50%,08 Manawatu-Wanganui region,Male,70-74 years,Regional council,Total,14.8
ex,50%,08 Manawatu-Wanganui region,Male,75-79 years,Regional council,Total,11.3
ex,50%,08 Manawatu-Wanganui region,Male,80-84 years,Regional council,Total,8.12
ex,50%,08 Manawatu-Wanganui region,Male,85-89 years,Regional council,Total,5.62
ex,50%,08 Manawatu-Wanganui region,Male,90 years,Regional council,Total,3.93
ex,97.50%,08 Manawatu-Wanganui region,Female,0 years,Regional council,Total,82.59
ex,97.50%,08 Manawatu-Wanganui region,Female,1-4 years,Regional council,Total,82
ex,97.50%,08 Manawatu-Wanganui region,Female,5-9 years,Regional council,Total,78.07
ex,97.50%,08 Manawatu-Wanganui region,Female,10-14 years,Regional council,Total,73.11
ex,97.50%,08 Manawatu-Wanganui region,Female,15-19 years,Regional council,Total,68.16
ex,97.50%,08 Manawatu-Wanganui region,Female,20-24 years,Regional council,Total,63.27
ex,97.50%,08 Manawatu-Wanganui region,Female,25-29 years,Regional council,Total,58.41
ex,97.50%,08 Manawatu-Wanganui region,Female,30-34 years,Regional council,Total,53.54
ex,97.50%,08 Manawatu-Wanganui region,Female,35-39 years,Regional council,Total,48.68
ex,97.50%,08 Manawatu-Wanganui region,Female,40-44 years,Regional council,Total,43.85
ex,97.50%,08 Manawatu-Wanganui region,Female,45-49 years,Regional council,Total,39.07
ex,97.50%,08 Manawatu-Wanganui region,Female,50-54 years,Regional council,Total,34.41
ex,97.50%,08 Manawatu-Wanganui region,Female,55-59 years,Regional council,Total,29.89
ex,97.50%,08 Manawatu-Wanganui region,Female,60-64 years,Regional council,Total,25.46
ex,97.50%,08 Manawatu-Wanganui region,Female,65-69 years,Regional council,Total,21.21
ex,97.50%,08 Manawatu-Wanganui region,Female,70-74 years,Regional council,Total,17.11
ex,97.50%,08 Manawatu-Wanganui region,Female,75-79 years,Regional council,Total,13.27
ex,97.50%,08 Manawatu-Wanganui region,Female,80-84 years,Regional council,Total,9.78
ex,97.50%,08 Manawatu-Wanganui region,Female,85-89 years,Regional council,Total,6.96
ex,97.50%,08 Manawatu-Wanganui region,Female,90 years,Regional council,Total,4.87
ex,97.50%,08 Manawatu-Wanganui region,Male,0 years,Regional council,Total,78.73
ex,97.50%,08 Manawatu-Wanganui region,Male,1-4 years,Regional council,Total,78.14
ex,97.50%,08 Manawatu-Wanganui region,Male,5-9 years,Regional council,Total,74.22
ex,97.50%,08 Manawatu-Wanganui region,Male,10-14 years,Regional council,Total,69.27
ex,97.50%,08 Manawatu-Wanganui region,Male,15-19 years,Regional council,Total,64.33
ex,97.50%,08 Manawatu-Wanganui region,Male,20-24 years,Regional council,Total,59.52
ex,97.50%,08 Manawatu-Wanganui region,Male,25-29 years,Regional council,Total,54.8
ex,97.50%,08 Manawatu-Wanganui region,Male,30-34 years,Regional council,Total,50.07
ex,97.50%,08 Manawatu-Wanganui region,Male,35-39 years,Regional council,Total,45.33
ex,97.50%,08 Manawatu-Wanganui region,Male,40-44 years,Regional council,Total,40.61
ex,97.50%,08 Manawatu-Wanganui region,Male,45-49 years,Regional council,Total,35.97
ex,97.50%,08 Manawatu-Wanganui region,Male,50-54 years,Regional council,Total,31.44
ex,97.50%,08 Manawatu-Wanganui region,Male,55-59 years,Regional council,Total,27.12
ex,97.50%,08 Manawatu-Wanganui region,Male,60-64 years,Regional council,Total,22.92
ex,97.50%,08 Manawatu-Wanganui region,Male,65-69 years,Regional council,Total,18.92
ex,97.50%,08 Manawatu-Wanganui region,Male,70-74 years,Regional council,Total,15.05
ex,97.50%,08 Manawatu-Wanganui region,Male,75-79 years,Regional council,Total,11.55
ex,97.50%,08 Manawatu-Wanganui region,Male,80-84 years,Regional council,Total,8.36
ex,97.50%,08 Manawatu-Wanganui region,Male,85-89 years,Regional council,Total,5.87
ex,97.50%,08 Manawatu-Wanganui region,Male,90 years,Regional council,Total,4.27
ex,2.50%,09 Wellington region,Female,0 years,Regional council,Total,83.37
ex,2.50%,09 Wellington region,Female,1-4 years,Regional council,Total,82.7
ex,2.50%,09 Wellington region,Female,5-9 years,Regional council,Total,78.77
ex,2.50%,09 Wellington region,Female,10-14 years,Regional council,Total,73.8
ex,2.50%,09 Wellington region,Female,15-19 years,Regional council,Total,68.84
ex,2.50%,09 Wellington region,Female,20-24 years,Regional council,Total,63.93
ex,2.50%,09 Wellington region,Female,25-29 years,Regional council,Total,59.05
ex,2.50%,09 Wellington region,Female,30-34 years,Regional council,Total,54.15
ex,2.50%,09 Wellington region,Female,35-39 years,Regional council,Total,49.27
ex,2.50%,09 Wellington region,Female,40-44 years,Regional council,Total,44.41
ex,2.50%,09 Wellington region,Female,45-49 years,Regional council,Total,39.59
ex,2.50%,09 Wellington region,Female,50-54 years,Regional council,Total,34.87
ex,2.50%,09 Wellington region,Female,55-59 years,Regional council,Total,30.23
ex,2.50%,09 Wellington region,Female,60-64 years,Regional council,Total,25.72
ex,2.50%,09 Wellington region,Female,65-69 years,Regional council,Total,21.35
ex,2.50%,09 Wellington region,Female,70-74 years,Regional council,Total,17.15
ex,2.50%,09 Wellington region,Female,75-79 years,Regional council,Total,13.23
ex,2.50%,09 Wellington region,Female,80-84 years,Regional council,Total,9.72
ex,2.50%,09 Wellington region,Female,85-89 years,Regional council,Total,6.7
ex,2.50%,09 Wellington region,Female,90 years,Regional council,Total,4.46
ex,2.50%,09 Wellington region,Male,0 years,Regional council,Total,79.92
ex,2.50%,09 Wellington region,Male,1-4 years,Regional council,Total,79.29
ex,2.50%,09 Wellington region,Male,5-9 years,Regional council,Total,75.35
ex,2.50%,09 Wellington region,Male,10-14 years,Regional council,Total,70.39
ex,2.50%,09 Wellington region,Male,15-19 years,Regional council,Total,65.45
ex,2.50%,09 Wellington region,Male,20-24 years,Regional council,Total,60.61
ex,2.50%,09 Wellington region,Male,25-29 years,Regional council,Total,55.84
ex,2.50%,09 Wellington region,Male,30-34 years,Regional council,Total,51.03
ex,2.50%,09 Wellington region,Male,35-39 years,Regional council,Total,46.23
ex,2.50%,09 Wellington region,Male,40-44 years,Regional council,Total,41.45
ex,2.50%,09 Wellington region,Male,45-49 years,Regional council,Total,36.72
ex,2.50%,09 Wellington region,Male,50-54 years,Regional council,Total,32.05
ex,2.50%,09 Wellington region,Male,55-59 years,Regional council,Total,27.56
ex,2.50%,09 Wellington region,Male,60-64 years,Regional council,Total,23.18
ex,2.50%,09 Wellington region,Male,65-69 years,Regional council,Total,19.02
ex,2.50%,09 Wellington region,Male,70-74 years,Regional council,Total,15.11
ex,2.50%,09 Wellington region,Male,75-79 years,Regional council,Total,11.41
ex,2.50%,09 Wellington region,Male,80-84 years,Regional council,Total,8.31
ex,2.50%,09 Wellington region,Male,85-89 years,Regional council,Total,5.9
ex,2.50%,09 Wellington region,Male,90 years,Regional council,Total,4.07
ex,50%,09 Wellington region,Female,0 years,Regional council,Total,83.63
ex,50%,09 Wellington region,Female,1-4 years,Regional council,Total,82.96
ex,50%,09 Wellington region,Female,5-9 years,Regional council,Total,79.02
ex,50%,09 Wellington region,Female,10-14 years,Regional council,Total,74.05
ex,50%,09 Wellington region,Female,15-19 years,Regional council,Total,69.09
ex,50%,09 Wellington region,Female,20-24 years,Regional council,Total,64.19
ex,50%,09 Wellington region,Female,25-29 years,Regional council,Total,59.3
ex,50%,09 Wellington region,Female,30-34 years,Regional council,Total,54.39
ex,50%,09 Wellington region,Female,35-39 years,Regional council,Total,49.51
ex,50%,09 Wellington region,Female,40-44 years,Regional council,Total,44.65
ex,50%,09 Wellington region,Female,45-49 years,Regional council,Total,39.84
ex,50%,09 Wellington region,Female,50-54 years,Regional council,Total,35.11
ex,50%,09 Wellington region,Female,55-59 years,Regional council,Total,30.47
ex,50%,09 Wellington region,Female,60-64 years,Regional council,Total,25.94
ex,50%,09 Wellington region,Female,65-69 years,Regional council,Total,21.56
ex,50%,09 Wellington region,Female,70-74 years,Regional council,Total,17.36
ex,50%,09 Wellington region,Female,75-79 years,Regional council,Total,13.44
ex,50%,09 Wellington region,Female,80-84 years,Regional council,Total,9.92
ex,50%,09 Wellington region,Female,85-89 years,Regional council,Total,6.89
ex,50%,09 Wellington region,Female,90 years,Regional council,Total,4.7
ex,50%,09 Wellington region,Male,0 years,Regional council,Total,80.2
ex,50%,09 Wellington region,Male,1-4 years,Regional council,Total,79.56
ex,50%,09 Wellington region,Male,5-9 years,Regional council,Total,75.62
ex,50%,09 Wellington region,Male,10-14 years,Regional council,Total,70.66
ex,50%,09 Wellington region,Male,15-19 years,Regional council,Total,65.72
ex,50%,09 Wellington region,Male,20-24 years,Regional council,Total,60.88
ex,50%,09 Wellington region,Male,25-29 years,Regional council,Total,56.11
ex,50%,09 Wellington region,Male,30-34 years,Regional council,Total,51.29
ex,50%,09 Wellington region,Male,35-39 years,Regional council,Total,46.49
ex,50%,09 Wellington region,Male,40-44 years,Regional council,Total,41.7
ex,50%,09 Wellington region,Male,45-49 years,Regional council,Total,36.97
ex,50%,09 Wellington region,Male,50-54 years,Regional council,Total,32.3
ex,50%,09 Wellington region,Male,55-59 years,Regional council,Total,27.8
ex,50%,09 Wellington region,Male,60-64 years,Regional council,Total,23.42
ex,50%,09 Wellington region,Male,65-69 years,Regional council,Total,19.25
ex,50%,09 Wellington region,Male,70-74 years,Regional council,Total,15.33
ex,50%,09 Wellington region,Male,75-79 years,Regional council,Total,11.63
ex,50%,09 Wellington region,Male,80-84 years,Regional council,Total,8.52
ex,50%,09 Wellington region,Male,85-89 years,Regional council,Total,6.12
ex,50%,09 Wellington region,Male,90 years,Regional council,Total,4.35
ex,97.50%,09 Wellington region,Female,0 years,Regional council,Total,83.89
ex,97.50%,09 Wellington region,Female,1-4 years,Regional council,Total,83.21
ex,97.50%,09 Wellington region,Female,5-9 years,Regional council,Total,79.27
ex,97.50%,09 Wellington region,Female,10-14 years,Regional council,Total,74.3
ex,97.50%,09 Wellington region,Female,15-19 years,Regional council,Total,69.34
ex,97.50%,09 Wellington region,Female,20-24 years,Regional council,Total,64.43
ex,97.50%,09 Wellington region,Female,25-29 years,Regional council,Total,59.54
ex,97.50%,09 Wellington region,Female,30-34 years,Regional council,Total,54.64
ex,97.50%,09 Wellington region,Female,35-39 years,Regional council,Total,49.75
ex,97.50%,09 Wellington region,Female,40-44 years,Regional council,Total,44.89
ex,97.50%,09 Wellington region,Female,45-49 years,Regional council,Total,40.07
ex,97.50%,09 Wellington region,Female,50-54 years,Regional council,Total,35.34
ex,97.50%,09 Wellington region,Female,55-59 years,Regional council,Total,30.7
ex,97.50%,09 Wellington region,Female,60-64 years,Regional council,Total,26.17
ex,97.50%,09 Wellington region,Female,65-69 years,Regional council,Total,21.79
ex,97.50%,09 Wellington region,Female,70-74 years,Regional council,Total,17.58
ex,97.50%,09 Wellington region,Female,75-79 years,Regional council,Total,13.65
ex,97.50%,09 Wellington region,Female,80-84 years,Regional council,Total,10.13
ex,97.50%,09 Wellington region,Female,85-89 years,Regional council,Total,7.1
ex,97.50%,09 Wellington region,Female,90 years,Regional council,Total,4.95
ex,97.50%,09 Wellington region,Male,0 years,Regional council,Total,80.48
ex,97.50%,09 Wellington region,Male,1-4 years,Regional council,Total,79.83
ex,97.50%,09 Wellington region,Male,5-9 years,Regional council,Total,75.9
ex,97.50%,09 Wellington region,Male,10-14 years,Regional council,Total,70.93
ex,97.50%,09 Wellington region,Male,15-19 years,Regional council,Total,65.98
ex,97.50%,09 Wellington region,Male,20-24 years,Regional council,Total,61.14
ex,97.50%,09 Wellington region,Male,25-29 years,Regional council,Total,56.37
ex,97.50%,09 Wellington region,Male,30-34 years,Regional council,Total,51.56
ex,97.50%,09 Wellington region,Male,35-39 years,Regional council,Total,46.74
ex,97.50%,09 Wellington region,Male,40-44 years,Regional council,Total,41.96
ex,97.50%,09 Wellington region,Male,45-49 years,Regional council,Total,37.22
ex,97.50%,09 Wellington region,Male,50-54 years,Regional council,Total,32.56
ex,97.50%,09 Wellington region,Male,55-59 years,Regional council,Total,28.05
ex,97.50%,09 Wellington region,Male,60-64 years,Regional council,Total,23.66
ex,97.50%,09 Wellington region,Male,65-69 years,Regional council,Total,19.48
ex,97.50%,09 Wellington region,Male,70-74 years,Regional council,Total,15.55
ex,97.50%,09 Wellington region,Male,75-79 years,Regional council,Total,11.85
ex,97.50%,09 Wellington region,Male,80-84 years,Regional council,Total,8.74
ex,97.50%,09 Wellington region,Male,85-89 years,Regional council,Total,6.35
ex,97.50%,09 Wellington region,Male,90 years,Regional council,Total,4.65
ex,2.50%,12 West Coast region,Female,0 years,Regional council,Total,81.38
